Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da producao das lavouras temporárias;;;
Variável - Rendimento médio da producao (Quilogramas por Hectare);;;
Unidade da Federacao;Produto das lavouras temporárias;Ano;
Maranhao;Algodao herbáceo (em caroco);2004;3375
Maranhao;Algodao herbáceo (em caroco);2005;3483
Maranhao;Algodao herbáceo (em caroco);2006;2587
Maranhao;Algodao herbáceo (em caroco);2007;2587
Maranhao;Algodao herbáceo (em caroco);2008;2762
Maranhao;Algodao herbáceo (em caroco);2009;3303
Maranhao;Algodao herbáceo (em caroco);2010;3288
Maranhao;Algodao herbáceo (em caroco);2011;3665
Maranhao;Algodao herbáceo (em caroco);2012;4030
Maranhao;Algodao herbáceo (em caroco);2013;4058
Maranhao;Algodao herbáceo (em caroco);2014;4102
Maranhao;Algodao herbáceo (em caroco);2015;4200
Maranhao;Algodao herbáceo (em caroco);2016;3189
Maranhao;Algodao herbáceo (em caroco);2017;3796
Maranhao;Algodao herbáceo (em caroco);2018;4102
Maranhao;Algodao herbáceo (em caroco);2019;3736
Maranhao;Algodao herbáceo (em caroco);2020;4062
Maranhao;Algodao herbáceo (em caroco);2021;4186
Maranhao;Algodao herbáceo (em caroco);2022;5166
Maranhao;Algodao herbáceo (em caroco);2023;4098
Maranhao;Cana-de-acúcar;1988;51870
Maranhao;Cana-de-acúcar;1989;54768
Maranhao;Cana-de-acúcar;1990;54635
Maranhao;Cana-de-acúcar;1991;53944
Maranhao;Cana-de-acúcar;1992;48238
Maranhao;Cana-de-acúcar;1993;52685
Maranhao;Cana-de-acúcar;1994;52771
Maranhao;Cana-de-acúcar;1995;55745
Maranhao;Cana-de-acúcar;1996;53130
Maranhao;Cana-de-acúcar;1997;59651
Maranhao;Cana-de-acúcar;1998;51841
Maranhao;Cana-de-acúcar;1999;52475
Maranhao;Cana-de-acúcar;2000;55735
Maranhao;Cana-de-acúcar;2001;35812
Maranhao;Cana-de-acúcar;2002;60893
Maranhao;Cana-de-acúcar;2003;60998
Maranhao;Cana-de-acúcar;2004;61678
Maranhao;Cana-de-acúcar;2005;62040
Maranhao;Cana-de-acúcar;2006;58686
Maranhao;Cana-de-acúcar;2007;57676
Maranhao;Cana-de-acúcar;2008;61862
Maranhao;Cana-de-acúcar;2009;61310
Maranhao;Cana-de-acúcar;2010;62930
Maranhao;Cana-de-acúcar;2011;55044
Maranhao;Cana-de-acúcar;2012;60801
Maranhao;Cana-de-acúcar;2013;59196
Maranhao;Cana-de-acúcar;2014;57653
Maranhao;Cana-de-acúcar;2015;65516
Maranhao;Cana-de-acúcar;2016;55234
Maranhao;Cana-de-acúcar;2017;54577
Maranhao;Cana-de-acúcar;2018;55634
Maranhao;Cana-de-acúcar;2019;61327
Maranhao;Cana-de-acúcar;2020;60078
Maranhao;Cana-de-acúcar;2021;57905
Maranhao;Cana-de-acúcar;2022;58968
Maranhao;Cana-de-acúcar;2023;60791
Maranhao;Feijao (em grao);1988;457
Maranhao;Feijao (em grao);1989;466
Maranhao;Feijao (em grao);1990;380
Maranhao;Feijao (em grao);1991;476
Maranhao;Feijao (em grao);1992;276
Maranhao;Feijao (em grao);1993;365
Maranhao;Feijao (em grao);1994;383
Maranhao;Feijao (em grao);1995;363
Maranhao;Feijao (em grao);1996;328
Maranhao;Feijao (em grao);1997;342
Maranhao;Feijao (em grao);1998;286
Maranhao;Feijao (em grao);1999;418
Maranhao;Feijao (em grao);2000;448
Maranhao;Feijao (em grao);2001;462
Maranhao;Feijao (em grao);2002;432
Maranhao;Feijao (em grao);2003;447
Maranhao;Feijao (em grao);2004;458
Maranhao;Feijao (em grao);2005;457
Maranhao;Feijao (em grao);2006;473
Maranhao;Feijao (em grao);2007;438
Maranhao;Feijao (em grao);2008;448
Maranhao;Feijao (em grao);2009;445
Maranhao;Feijao (em grao);2010;430
Maranhao;Feijao (em grao);2011;474
Maranhao;Feijao (em grao);2012;414
Maranhao;Feijao (em grao);2013;457
Maranhao;Feijao (em grao);2014;512
Maranhao;Feijao (em grao);2015;529
Maranhao;Feijao (em grao);2016;483
Maranhao;Feijao (em grao);2017;586
Maranhao;Feijao (em grao);2018;506
Maranhao;Feijao (em grao);2019;576
Maranhao;Feijao (em grao);2020;562
Maranhao;Feijao (em grao);2021;567
Maranhao;Feijao (em grao);2022;575
Maranhao;Feijao (em grao);2023;580
Maranhao;Milho (em grao);1988;632
Maranhao;Milho (em grao);1989;584
Maranhao;Milho (em grao);1990;281
Maranhao;Milho (em grao);1991;599
Maranhao;Milho (em grao);1992;412
Maranhao;Milho (em grao);1993;487
Maranhao;Milho (em grao);1994;659
Maranhao;Milho (em grao);1995;562
Maranhao;Milho (em grao);1996;608
Maranhao;Milho (em grao);1997;615
Maranhao;Milho (em grao);1998;472
Maranhao;Milho (em grao);1999;812
Maranhao;Milho (em grao);2000;1007
Maranhao;Milho (em grao);2001;996
Maranhao;Milho (em grao);2002;1007
Maranhao;Milho (em grao);2003;1082
Maranhao;Milho (em grao);2004;1102
Maranhao;Milho (em grao);2005;1070
Maranhao;Milho (em grao);2006;1170
Maranhao;Milho (em grao);2007;1272
Maranhao;Milho (em grao);2008;1358
Maranhao;Milho (em grao);2009;1499
Maranhao;Milho (em grao);2010;1427
Maranhao;Milho (em grao);2011;1695
Maranhao;Milho (em grao);2012;1757
Maranhao;Milho (em grao);2013;2614
Maranhao;Milho (em grao);2014;2754
Maranhao;Milho (em grao);2015;3060
Maranhao;Milho (em grao);2016;2052
Maranhao;Milho (em grao);2017;3515
Maranhao;Milho (em grao);2018;3196
Maranhao;Milho (em grao);2019;4235
Maranhao;Milho (em grao);2020;4779
Maranhao;Milho (em grao);2021;4693
Maranhao;Milho (em grao);2022;4428
Maranhao;Milho (em grao);2023;4646
Maranhao;Soja (em grao);1988;1804
Maranhao;Soja (em grao);1989;1701
Maranhao;Soja (em grao);1990;274
Maranhao;Soja (em grao);1991;1752
Maranhao;Soja (em grao);1992;1137
Maranhao;Soja (em grao);1993;2021
Maranhao;Soja (em grao);1994;2236
Maranhao;Soja (em grao);1995;1851
Maranhao;Soja (em grao);1996;2156
Maranhao;Soja (em grao);1997;2019
Maranhao;Soja (em grao);1998;1984
Maranhao;Soja (em grao);1999;2450
Maranhao;Soja (em grao);2000;2544
Maranhao;Soja (em grao);2001;2300
Maranhao;Soja (em grao);2002;2358
Maranhao;Soja (em grao);2003;2398
Maranhao;Soja (em grao);2004;2655
Maranhao;Soja (em grao);2005;2679
Maranhao;Soja (em grao);2006;2431
Maranhao;Soja (em grao);2007;2926
Maranhao;Soja (em grao);2008;2995
Maranhao;Soja (em grao);2009;2958
Maranhao;Soja (em grao);2010;2675
Maranhao;Soja (em grao);2011;2962
Maranhao;Soja (em grao);2012;2949
Maranhao;Soja (em grao);2013;2808
Maranhao;Soja (em grao);2014;2769
Maranhao;Soja (em grao);2015;2758
Maranhao;Soja (em grao);2016;1586
Maranhao;Soja (em grao);2017;2851
Maranhao;Soja (em grao);2018;2969
Maranhao;Soja (em grao);2019;2915
Maranhao;Soja (em grao);2020;3181
Maranhao;Soja (em grao);2021;3166
Maranhao;Soja (em grao);2022;3216
Maranhao;Soja (em grao);2023;3211
Piauí;Algodao herbáceo (em caroco);1988;432
Piauí;Algodao herbáceo (em caroco);1989;249
Piauí;Algodao herbáceo (em caroco);1990;289
Piauí;Algodao herbáceo (em caroco);1991;629
Piauí;Algodao herbáceo (em caroco);1992;192
Piauí;Algodao herbáceo (em caroco);1993;95
Piauí;Algodao herbáceo (em caroco);1994;748
Piauí;Algodao herbáceo (em caroco);1995;621
Piauí;Algodao herbáceo (em caroco);1996;384
Piauí;Algodao herbáceo (em caroco);1997;409
Piauí;Algodao herbáceo (em caroco);1998;103
Piauí;Algodao herbáceo (em caroco);1999;918
Piauí;Algodao herbáceo (em caroco);2000;360
Piauí;Algodao herbáceo (em caroco);2001;346
Piauí;Algodao herbáceo (em caroco);2002;319
Piauí;Algodao herbáceo (em caroco);2003;374
Piauí;Algodao herbáceo (em caroco);2004;815
Piauí;Algodao herbáceo (em caroco);2005;704
Piauí;Algodao herbáceo (em caroco);2006;2712
Piauí;Algodao herbáceo (em caroco);2007;2083
Piauí;Algodao herbáceo (em caroco);2008;3396
Piauí;Algodao herbáceo (em caroco);2009;2641
Piauí;Algodao herbáceo (em caroco);2010;3670
Piauí;Algodao herbáceo (em caroco);2011;3339
Piauí;Algodao herbáceo (em caroco);2012;3600
Piauí;Algodao herbáceo (em caroco);2013;3572
Piauí;Algodao herbáceo (em caroco);2014;3901
Piauí;Algodao herbáceo (em caroco);2015;3601
Piauí;Algodao herbáceo (em caroco);2016;1461
Piauí;Algodao herbáceo (em caroco);2017;3694
Piauí;Algodao herbáceo (em caroco);2018;3385
Piauí;Algodao herbáceo (em caroco);2019;3712
Piauí;Algodao herbáceo (em caroco);2020;3121
Piauí;Algodao herbáceo (em caroco);2021;4221
Piauí;Algodao herbáceo (em caroco);2022;4139
Piauí;Algodao herbáceo (em caroco);2023;4460
Piauí;Cana-de-acúcar;1988;52023
Piauí;Cana-de-acúcar;1989;52424
Piauí;Cana-de-acúcar;1990;80848
Piauí;Cana-de-acúcar;1991;77679
Piauí;Cana-de-acúcar;1992;48723
Piauí;Cana-de-acúcar;1993;47985
Piauí;Cana-de-acúcar;1994;60124
Piauí;Cana-de-acúcar;1995;61797
Piauí;Cana-de-acúcar;1996;62148
Piauí;Cana-de-acúcar;1997;52919
Piauí;Cana-de-acúcar;1998;53605
Piauí;Cana-de-acúcar;1999;57488
Piauí;Cana-de-acúcar;2000;54632
Piauí;Cana-de-acúcar;2001;56784
Piauí;Cana-de-acúcar;2002;53155
Piauí;Cana-de-acúcar;2003;54741
Piauí;Cana-de-acúcar;2004;58153
Piauí;Cana-de-acúcar;2005;64988
Piauí;Cana-de-acúcar;2006;62734
Piauí;Cana-de-acúcar;2007;63003
Piauí;Cana-de-acúcar;2008;61610
Piauí;Cana-de-acúcar;2009;66804
Piauí;Cana-de-acúcar;2010;60671
Piauí;Cana-de-acúcar;2011;64605
Piauí;Cana-de-acúcar;2012;51691
Piauí;Cana-de-acúcar;2013;51983
Piauí;Cana-de-acúcar;2014;61185
Piauí;Cana-de-acúcar;2015;57342
Piauí;Cana-de-acúcar;2016;47336
Piauí;Cana-de-acúcar;2017;54158
Piauí;Cana-de-acúcar;2018;57526
Piauí;Cana-de-acúcar;2019;62303
Piauí;Cana-de-acúcar;2020;62276
Piauí;Cana-de-acúcar;2021;62048
Piauí;Cana-de-acúcar;2022;59734
Piauí;Cana-de-acúcar;2023;65903
Piauí;Feijao (em grao);1988;357
Piauí;Feijao (em grao);1989;283
Piauí;Feijao (em grao);1990;165
Piauí;Feijao (em grao);1991;355
Piauí;Feijao (em grao);1992;115
Piauí;Feijao (em grao);1993;130
Piauí;Feijao (em grao);1994;356
Piauí;Feijao (em grao);1995;270
Piauí;Feijao (em grao);1996;285
Piauí;Feijao (em grao);1997;217
Piauí;Feijao (em grao);1998;94
Piauí;Feijao (em grao);1999;322
Piauí;Feijao (em grao);2000;297
Piauí;Feijao (em grao);2001;150
Piauí;Feijao (em grao);2002;129
Piauí;Feijao (em grao);2003;242
Piauí;Feijao (em grao);2004;176
Piauí;Feijao (em grao);2005;211
Piauí;Feijao (em grao);2006;316
Piauí;Feijao (em grao);2007;165
Piauí;Feijao (em grao);2008;276
Piauí;Feijao (em grao);2009;256
Piauí;Feijao (em grao);2010;159
Piauí;Feijao (em grao);2011;338
Piauí;Feijao (em grao);2012;168
Piauí;Feijao (em grao);2013;201
Piauí;Feijao (em grao);2014;258
Piauí;Feijao (em grao);2015;254
Piauí;Feijao (em grao);2016;134
Piauí;Feijao (em grao);2017;315
Piauí;Feijao (em grao);2018;411
Piauí;Feijao (em grao);2019;413
Piauí;Feijao (em grao);2020;416
Piauí;Feijao (em grao);2021;290
Piauí;Feijao (em grao);2022;342
Piauí;Feijao (em grao);2023;253
Piauí;Milho (em grao);1988;836
Piauí;Milho (em grao);1989;849
Piauí;Milho (em grao);1990;229
Piauí;Milho (em grao);1991;811
Piauí;Milho (em grao);1992;196
Piauí;Milho (em grao);1993;281
Piauí;Milho (em grao);1994;933
Piauí;Milho (em grao);1995;877
Piauí;Milho (em grao);1996;655
Piauí;Milho (em grao);1997;456
Piauí;Milho (em grao);1998;221
Piauí;Milho (em grao);1999;847
Piauí;Milho (em grao);2000;841
Piauí;Milho (em grao);2001;519
Piauí;Milho (em grao);2002;297
Piauí;Milho (em grao);2003;816
Piauí;Milho (em grao);2004;488
Piauí;Milho (em grao);2005;661
Piauí;Milho (em grao);2006;873
Piauí;Milho (em grao);2007;585
Piauí;Milho (em grao);2008;1135
Piauí;Milho (em grao);2009;1546
Piauí;Milho (em grao);2010;1193
Piauí;Milho (em grao);2011;1936
Piauí;Milho (em grao);2012;2860
Piauí;Milho (em grao);2013;1783
Piauí;Milho (em grao);2014;2749
Piauí;Milho (em grao);2015;2972
Piauí;Milho (em grao);2016;1464
Piauí;Milho (em grao);2017;3185
Piauí;Milho (em grao);2018;3389
Piauí;Milho (em grao);2019;4198
Piauí;Milho (em grao);2020;4718
Piauí;Milho (em grao);2021;4245
Piauí;Milho (em grao);2022;4448
Piauí;Milho (em grao);2023;4687
Piauí;Soja (em grao);1988;600
Piauí;Soja (em grao);1989;1658
Piauí;Soja (em grao);1990;580
Piauí;Soja (em grao);1991;1500
Piauí;Soja (em grao);1992;452
Piauí;Soja (em grao);1993;1670
Piauí;Soja (em grao);1994;1640
Piauí;Soja (em grao);1995;1580
Piauí;Soja (em grao);1996;2345
Piauí;Soja (em grao);1997;2157
Piauí;Soja (em grao);1998;1836
Piauí;Soja (em grao);1999;2568
Piauí;Soja (em grao);2000;2523
Piauí;Soja (em grao);2001;2074
Piauí;Soja (em grao);2002;1052
Piauí;Soja (em grao);2003;2643
Piauí;Soja (em grao);2004;2491
Piauí;Soja (em grao);2005;2818
Piauí;Soja (em grao);2006;2345
Piauí;Soja (em grao);2007;2234
Piauí;Soja (em grao);2008;3230
Piauí;Soja (em grao);2009;2821
Piauí;Soja (em grao);2010;2531
Piauí;Soja (em grao);2011;2982
Piauí;Soja (em grao);2012;2793
Piauí;Soja (em grao);2013;1727
Piauí;Soja (em grao);2014;2375
Piauí;Soja (em grao);2015;2659
Piauí;Soja (em grao);2016;1147
Piauí;Soja (em grao);2017;2907
Piauí;Soja (em grao);2018;3473
Piauí;Soja (em grao);2019;3037
Piauí;Soja (em grao);2020;3230
Piauí;Soja (em grao);2021;3262
Piauí;Soja (em grao);2022;3526
Piauí;Soja (em grao);2023;3584
Ceará;Algodao herbáceo (em caroco);1988;527
Ceará;Algodao herbáceo (em caroco);1989;245
Ceará;Algodao herbáceo (em caroco);1990;219
Ceará;Algodao herbáceo (em caroco);1991;489
Ceará;Algodao herbáceo (em caroco);1992;411
Ceará;Algodao herbáceo (em caroco);1993;270
Ceará;Algodao herbáceo (em caroco);1994;510
Ceará;Algodao herbáceo (em caroco);1995;457
Ceará;Algodao herbáceo (em caroco);1996;840
Ceará;Algodao herbáceo (em caroco);1997;854
Ceará;Algodao herbáceo (em caroco);1998;407
Ceará;Algodao herbáceo (em caroco);1999;660
Ceará;Algodao herbáceo (em caroco);2000;693
Ceará;Algodao herbáceo (em caroco);2001;521
Ceará;Algodao herbáceo (em caroco);2002;880
Ceará;Algodao herbáceo (em caroco);2003;1033
Ceará;Algodao herbáceo (em caroco);2004;986
Ceará;Algodao herbáceo (em caroco);2005;833
Ceará;Algodao herbáceo (em caroco);2006;1059
Ceará;Algodao herbáceo (em caroco);2007;805
Ceará;Algodao herbáceo (em caroco);2008;1171
Ceará;Algodao herbáceo (em caroco);2009;1257
Ceará;Algodao herbáceo (em caroco);2010;1009
Ceará;Algodao herbáceo (em caroco);2011;1167
Ceará;Algodao herbáceo (em caroco);2012;214
Ceará;Algodao herbáceo (em caroco);2013;1621
Ceará;Algodao herbáceo (em caroco);2014;1807
Ceará;Algodao herbáceo (em caroco);2015;296
Ceará;Algodao herbáceo (em caroco);2016;1073
Ceará;Algodao herbáceo (em caroco);2017;961
Ceará;Algodao herbáceo (em caroco);2018;791
Ceará;Algodao herbáceo (em caroco);2019;1169
Ceará;Algodao herbáceo (em caroco);2020;1743
Ceará;Algodao herbáceo (em caroco);2021;2239
Ceará;Algodao herbáceo (em caroco);2022;1910
Ceará;Algodao herbáceo (em caroco);2023;1682
Ceará;Cana-de-acúcar;1988;41271
Ceará;Cana-de-acúcar;1989;44813
Ceará;Cana-de-acúcar;1990;43170
Ceará;Cana-de-acúcar;1991;44105
Ceará;Cana-de-acúcar;1992;43504
Ceará;Cana-de-acúcar;1993;34971
Ceará;Cana-de-acúcar;1994;45336
Ceará;Cana-de-acúcar;1995;46691
Ceará;Cana-de-acúcar;1996;45513
Ceará;Cana-de-acúcar;1997;48614
Ceará;Cana-de-acúcar;1998;45802
Ceará;Cana-de-acúcar;1999;50928
Ceará;Cana-de-acúcar;2000;51883
Ceará;Cana-de-acúcar;2001;51393
Ceará;Cana-de-acúcar;2002;49117
Ceará;Cana-de-acúcar;2003;52317
Ceará;Cana-de-acúcar;2004;51872
Ceará;Cana-de-acúcar;2005;50918
Ceará;Cana-de-acúcar;2006;55630
Ceará;Cana-de-acúcar;2007;56143
Ceará;Cana-de-acúcar;2008;53863
Ceará;Cana-de-acúcar;2009;54417
Ceará;Cana-de-acúcar;2010;53598
Ceará;Cana-de-acúcar;2011;53417
Ceará;Cana-de-acúcar;2012;49612
Ceará;Cana-de-acúcar;2013;51153
Ceará;Cana-de-acúcar;2014;46706
Ceará;Cana-de-acúcar;2015;47361
Ceará;Cana-de-acúcar;2016;44404
Ceará;Cana-de-acúcar;2017;45578
Ceará;Cana-de-acúcar;2018;51195
Ceará;Cana-de-acúcar;2019;58908
Ceará;Cana-de-acúcar;2020;61140
Ceará;Cana-de-acúcar;2021;60958
Ceará;Cana-de-acúcar;2022;61986
Ceará;Cana-de-acúcar;2023;63767
Ceará;Feijao (em grao);1988;332
Ceará;Feijao (em grao);1989;221
Ceará;Feijao (em grao);1990;200
Ceará;Feijao (em grao);1991;323
Ceará;Feijao (em grao);1992;182
Ceará;Feijao (em grao);1993;199
Ceará;Feijao (em grao);1994;382
Ceará;Feijao (em grao);1995;308
Ceará;Feijao (em grao);1996;361
Ceará;Feijao (em grao);1997;339
Ceará;Feijao (em grao);1998;161
Ceará;Feijao (em grao);1999;329
Ceará;Feijao (em grao);2000;345
Ceará;Feijao (em grao);2001;171
Ceará;Feijao (em grao);2002;334
Ceará;Feijao (em grao);2003;348
Ceará;Feijao (em grao);2004;236
Ceará;Feijao (em grao);2005;268
Ceará;Feijao (em grao);2006;462
Ceará;Feijao (em grao);2007;231
Ceará;Feijao (em grao);2008;438
Ceará;Feijao (em grao);2009;221
Ceará;Feijao (em grao);2010;179
Ceará;Feijao (em grao);2011;440
Ceará;Feijao (em grao);2012;117
Ceará;Feijao (em grao);2013;175
Ceará;Feijao (em grao);2014;270
Ceará;Feijao (em grao);2015;167
Ceará;Feijao (em grao);2016;148
Ceará;Feijao (em grao);2017;299
Ceará;Feijao (em grao);2018;323
Ceará;Feijao (em grao);2019;292
Ceará;Feijao (em grao);2020;333
Ceará;Feijao (em grao);2021;295
Ceará;Feijao (em grao);2022;274
Ceará;Feijao (em grao);2023;192
Ceará;Milho (em grao);1988;702
Ceará;Milho (em grao);1989;460
Ceará;Milho (em grao);1990;348
Ceará;Milho (em grao);1991;623
Ceará;Milho (em grao);1992;333
Ceará;Milho (em grao);1993;236
Ceará;Milho (em grao);1994;689
Ceará;Milho (em grao);1995;720
Ceará;Milho (em grao);1996;783
Ceará;Milho (em grao);1997;639
Ceará;Milho (em grao);1998;262
Ceará;Milho (em grao);1999;747
Ceará;Milho (em grao);2000;1017
Ceará;Milho (em grao);2001;405
Ceará;Milho (em grao);2002;895
Ceará;Milho (em grao);2003;1052
Ceará;Milho (em grao);2004;579
Ceará;Milho (em grao);2005;496
Ceará;Milho (em grao);2006;1189
Ceará;Milho (em grao);2007;530
Ceará;Milho (em grao);2008;1114
Ceará;Milho (em grao);2009;779
Ceará;Milho (em grao);2010;316
Ceará;Milho (em grao);2011;1262
Ceará;Milho (em grao);2012;246
Ceará;Milho (em grao);2013;317
Ceará;Milho (em grao);2014;737
Ceará;Milho (em grao);2015;264
Ceará;Milho (em grao);2016;242
Ceará;Milho (em grao);2017;663
Ceará;Milho (em grao);2018;825
Ceará;Milho (em grao);2019;812
Ceará;Milho (em grao);2020;1178
Ceará;Milho (em grao);2021;743
Ceará;Milho (em grao);2022;924
Ceará;Milho (em grao);2023;600
Ceará;Soja (em grao);1988;912
Ceará;Soja (em grao);1989;-
Ceará;Soja (em grao);1990;-
Ceará;Soja (em grao);1991;-
Ceará;Soja (em grao);1992;-
Ceará;Soja (em grao);1993;-
Ceará;Soja (em grao);1994;-
Ceará;Soja (em grao);1995;-
Ceará;Soja (em grao);1996;3000
Ceará;Soja (em grao);1997;2222
Ceará;Soja (em grao);1998;2000
Ceará;Soja (em grao);1999;-
Ceará;Soja (em grao);2000;-
Ceará;Soja (em grao);2001;-
Ceará;Soja (em grao);2002;2512
Ceará;Soja (em grao);2003;2400
Ceará;Soja (em grao);2004;3180
Ceará;Soja (em grao);2005;3000
Ceará;Soja (em grao);2006;3420
Ceará;Soja (em grao);2007;3102
Ceará;Soja (em grao);2008;3251
Ceará;Soja (em grao);2009;3400
Ceará;Soja (em grao);2010;3350
Ceará;Soja (em grao);2011;-
Ceará;Soja (em grao);2012;3366
Ceará;Soja (em grao);2013;-
Ceará;Soja (em grao);2014;-
Ceará;Soja (em grao);2015;-
Ceará;Soja (em grao);2016;-
Ceará;Soja (em grao);2017;-
Ceará;Soja (em grao);2018;2375
Ceará;Soja (em grao);2019;-
Ceará;Soja (em grao);2020;3000
Ceará;Soja (em grao);2021;3202
Ceará;Soja (em grao);2022;3486
Ceará;Soja (em grao);2023;3866
Rio Grande do Norte;Algodao herbáceo (em caroco);1988;416
Rio Grande do Norte;Algodao herbáceo (em caroco);1989;258
Rio Grande do Norte;Algodao herbáceo (em caroco);1990;651
Rio Grande do Norte;Algodao herbáceo (em caroco);1991;666
Rio Grande do Norte;Algodao herbáceo (em caroco);1992;294
Rio Grande do Norte;Algodao herbáceo (em caroco);1993;194
Rio Grande do Norte;Algodao herbáceo (em caroco);1994;777
Rio Grande do Norte;Algodao herbáceo (em caroco);1995;304
Rio Grande do Norte;Algodao herbáceo (em caroco);1996;276
Rio Grande do Norte;Algodao herbáceo (em caroco);1997;266
Rio Grande do Norte;Algodao herbáceo (em caroco);1998;560
Rio Grande do Norte;Algodao herbáceo (em caroco);1999;356
Rio Grande do Norte;Algodao herbáceo (em caroco);2000;659
Rio Grande do Norte;Algodao herbáceo (em caroco);2001;401
Rio Grande do Norte;Algodao herbáceo (em caroco);2002;657
Rio Grande do Norte;Algodao herbáceo (em caroco);2003;638
Rio Grande do Norte;Algodao herbáceo (em caroco);2004;660
Rio Grande do Norte;Algodao herbáceo (em caroco);2005;638
Rio Grande do Norte;Algodao herbáceo (em caroco);2006;670
Rio Grande do Norte;Algodao herbáceo (em caroco);2007;735
Rio Grande do Norte;Algodao herbáceo (em caroco);2008;699
Rio Grande do Norte;Algodao herbáceo (em caroco);2009;783
Rio Grande do Norte;Algodao herbáceo (em caroco);2010;3215
Rio Grande do Norte;Algodao herbáceo (em caroco);2011;577
Rio Grande do Norte;Algodao herbáceo (em caroco);2012;1462
Rio Grande do Norte;Algodao herbáceo (em caroco);2013;1394
Rio Grande do Norte;Algodao herbáceo (em caroco);2014;2351
Rio Grande do Norte;Algodao herbáceo (em caroco);2015;975
Rio Grande do Norte;Algodao herbáceo (em caroco);2016;3976
Rio Grande do Norte;Algodao herbáceo (em caroco);2017;4486
Rio Grande do Norte;Algodao herbáceo (em caroco);2018;3793
Rio Grande do Norte;Algodao herbáceo (em caroco);2019;3821
Rio Grande do Norte;Algodao herbáceo (em caroco);2020;3810
Rio Grande do Norte;Algodao herbáceo (em caroco);2021;3789
Rio Grande do Norte;Algodao herbáceo (em caroco);2022;3265
Rio Grande do Norte;Algodao herbáceo (em caroco);2023;2077
Rio Grande do Norte;Cana-de-acúcar;1988;46843
Rio Grande do Norte;Cana-de-acúcar;1989;50387
Rio Grande do Norte;Cana-de-acúcar;1990;43811
Rio Grande do Norte;Cana-de-acúcar;1991;49911
Rio Grande do Norte;Cana-de-acúcar;1992;47206
Rio Grande do Norte;Cana-de-acúcar;1993;27551
Rio Grande do Norte;Cana-de-acúcar;1994;43706
Rio Grande do Norte;Cana-de-acúcar;1995;43491
Rio Grande do Norte;Cana-de-acúcar;1996;43557
Rio Grande do Norte;Cana-de-acúcar;1997;43487
Rio Grande do Norte;Cana-de-acúcar;1998;41399
Rio Grande do Norte;Cana-de-acúcar;1999;37403
Rio Grande do Norte;Cana-de-acúcar;2000;54778
Rio Grande do Norte;Cana-de-acúcar;2001;50374
Rio Grande do Norte;Cana-de-acúcar;2002;58110
Rio Grande do Norte;Cana-de-acúcar;2003;64324
Rio Grande do Norte;Cana-de-acúcar;2004;62241
Rio Grande do Norte;Cana-de-acúcar;2005;60956
Rio Grande do Norte;Cana-de-acúcar;2006;60967
Rio Grande do Norte;Cana-de-acúcar;2007;62461
Rio Grande do Norte;Cana-de-acúcar;2008;62301
Rio Grande do Norte;Cana-de-acúcar;2009;63034
Rio Grande do Norte;Cana-de-acúcar;2010;60655
Rio Grande do Norte;Cana-de-acúcar;2011;60238
Rio Grande do Norte;Cana-de-acúcar;2012;59863
Rio Grande do Norte;Cana-de-acúcar;2013;57570
Rio Grande do Norte;Cana-de-acúcar;2014;59182
Rio Grande do Norte;Cana-de-acúcar;2015;62603
Rio Grande do Norte;Cana-de-acúcar;2016;59846
Rio Grande do Norte;Cana-de-acúcar;2017;59369
Rio Grande do Norte;Cana-de-acúcar;2018;60010
Rio Grande do Norte;Cana-de-acúcar;2019;59982
Rio Grande do Norte;Cana-de-acúcar;2020;59406
Rio Grande do Norte;Cana-de-acúcar;2021;61371
Rio Grande do Norte;Cana-de-acúcar;2022;48712
Rio Grande do Norte;Cana-de-acúcar;2023;44880
Rio Grande do Norte;Feijao (em grao);1988;379
Rio Grande do Norte;Feijao (em grao);1989;291
Rio Grande do Norte;Feijao (em grao);1990;180
Rio Grande do Norte;Feijao (em grao);1991;412
Rio Grande do Norte;Feijao (em grao);1992;266
Rio Grande do Norte;Feijao (em grao);1993;75
Rio Grande do Norte;Feijao (em grao);1994;475
Rio Grande do Norte;Feijao (em grao);1995;431
Rio Grande do Norte;Feijao (em grao);1996;383
Rio Grande do Norte;Feijao (em grao);1997;337
Rio Grande do Norte;Feijao (em grao);1998;349
Rio Grande do Norte;Feijao (em grao);1999;257
Rio Grande do Norte;Feijao (em grao);2000;495
Rio Grande do Norte;Feijao (em grao);2001;240
Rio Grande do Norte;Feijao (em grao);2002;444
Rio Grande do Norte;Feijao (em grao);2003;476
Rio Grande do Norte;Feijao (em grao);2004;469
Rio Grande do Norte;Feijao (em grao);2005;370
Rio Grande do Norte;Feijao (em grao);2006;447
Rio Grande do Norte;Feijao (em grao);2007;387
Rio Grande do Norte;Feijao (em grao);2008;469
Rio Grande do Norte;Feijao (em grao);2009;413
Rio Grande do Norte;Feijao (em grao);2010;422
Rio Grande do Norte;Feijao (em grao);2011;493
Rio Grande do Norte;Feijao (em grao);2012;293
Rio Grande do Norte;Feijao (em grao);2013;463
Rio Grande do Norte;Feijao (em grao);2014;412
Rio Grande do Norte;Feijao (em grao);2015;293
Rio Grande do Norte;Feijao (em grao);2016;293
Rio Grande do Norte;Feijao (em grao);2017;340
Rio Grande do Norte;Feijao (em grao);2018;439
